type,delete,position,shape,feature,placement,x,y,scale,angle,z_index,fill,icon,b1f,b2f,b3f,b4f,b1w,b2w,b3w,b4w,spacing,alignment,font_size,font_family,height,text
Rally,,Left Door Number Plate,*,,SA Rally Number,0.5,0.55,,0,100,,,,,,,,,,,,,420,,,
Rally,,Left Door Number Plate,*,,SA Rally Text,0.25,0.25,,0,110,,,,,,,,,,,,,65,,,
Rally,,Left Door Number Plate,*,,SA Rally Logo,0.5,0.6,1,0,120,,,,,,,,,,,,,,,,
Rally,,Right Door Number Plate,*,,SA Rally Number,0.5,0.55,,0,100,,,,,,,,,,,,,420,,,
Rally,,Right Door Number Plate,*,,SA Rally Text,0.75,0.25,,0,110,,,,,,,,,,,,,65,,,
Rally,,Right Door Number Plate,*,,SA Rally Logo,0.5,0.6,1,0,120,,,,,,,,,,,,,,,,
Rally,,Roof,*,,SA Rally Number,0.5,0.5,,180,100,,,,,,,,,,,,,420,,,
Standard Road Car,,Windscreen,*,,SA Rally Number,0.85,0.5,,0,100,,,,,,,,,,,,,187,,,
Standard Road Car,,Windscreen,*,,SA Rally Text,0.5,0.5,,0,110,,,,,,,,,,,,,75,,,
Standard Road Car,,Left Rear Window,*,,SA Rally Number,0.45,0.3,,0,100,,,,,,,,,,,,,85,,,
Standard Road Car,,Left Rear Window,*,,SA Rally Name,0.45,0.55,,0,110,,,,,,,,,,,,,65,,,
Standard Road Car,,Left Rear Window,*,,SA Rally Name2,0.45,0.75,,0,120,,,,,,,,,,,,,65,,,
Standard Road Car,,Left Rear Window,*,,SA Rally Flag,0.13,0.55,1,0,130,,,,,,,,,,,,,,,,
Standard Road Car,,Left Rear Window,*,,SA Rally Flag2,0.13,0.75,1,0,140,,,,,,,,,,,,,,,,
Standard Road Car,,Right Rear Window,*,,SA Rally Number,0.55,0.3,,0,100,,,,,,,,,,,,,85,,,
Standard Road Car,,Right Rear Window,*,,SA Rally Name,0.55,0.55,,0,110,,,,,,,,,,,,,65,,,
Standard Road Car,,Right Rear Window,*,,SA Rally Name2,0.55,0.75,,0,120,,,,,,,,,,,,,65,,,
Standard Road Car,,Right Rear Window,*,,SA Rally Flag,0.87,0.55,1,0,130,,,,,,,,,,,,,,,,
Standard Road Car,,Right Rear Window,*,,SA Rally Flag2,0.87,0.75,1,0,140,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,SA Rally Number,0.34,0.6,,0,100,,,,,,,,,,,,,320,,,
Standard Road Car,,Left Door Number Plate,*,,SA Rally Text,0.25,0.25,,0,110,,,,,,,,,,,,,125,,,
Standard Road Car,,Left Door Number Plate,*,,SA Rally Logo,0.65,0.6,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,SA Rally Number,0.66,0.6,,0,100,,,,,,,,,,,,,320,,,
Standard Road Car,,Right Door Number Plate,*,,SA Rally Text,0.75,0.25,,0,110,,,,,,,,,,,,,125,,,
Standard Road Car,,Right Door Number Plate,*,,SA Rally Logo,0.35,0.6,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Roof,*,,SA Rally Number,0.5,0.5,,180,100,,,,,,,,,,,,,460,,,
Standard Road Car,,Rear Windscreen,*,,SA Tar Number,0.125,0.5,,0,100,,,,,,,,,,,,,95,,,
Standard Road Car,,Rear Windscreen,*,,SA Tar Name,0.35,0.5,,0,110,,,,,,,,,,,,,85,,,
Standard Road Car,,Windscreen,*,,SA Tar Number,0.875,0.5,,0,100,,,,,,,,,,,,,187,,,
Coupe Utility,,Rear Windscreen,*,,SA Tar Number,0.125,0.5,,0,100,,,,,,,,,,,,,125,,,
Coupe Utility,,Rear Windscreen,*,,SA Tar Name,0.5,0.5,,0,110,,,,,,,,,,,,,125,,,
Coupe Utility,,Windscreen,*,,SA Tar Number,0.875,0.5,,0,100,,,,,,,,,,,,,187,,,
Sports Car,,Rear Windscreen,*,,SA Tar Number,0.125,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Rear Windscreen,*,,SA Tar Name,0.35,0.5,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Windscreen,*,,SA Tar Number,0.875,0.5,,0,100,,,,,,,,,,,,,187,,,
Standard Road Car,,Bonnet,*,,ASN TA Letter,0.75,0.5,,0,100,,,,,,,,,,,,,150,,,
Standard Road Car,,Left Door Number Plate,*,,ASN TA Letter,0.75,0.5,,0,100,,,,,,,,,,,,,150,,,
Standard Road Car,,Right Door Number Plate,*,,ASN TA Letter,0.75,0.5,,0,100,,,,,,,,,,,,,150,,,
Sports Car,,Bonnet,*,,ASN TA Letter,0.875,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Left Door Number Plate,*,,ASN TA Letter,0.875,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Right Door Number Plate,*,,ASN TA Letter,0.875,0.5,,0,100,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Bonnet,*,,ASN TA Letter,0.75,0.5,,0,100,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Left Door Number Plate,*,,ASN TA Letter,0.75,0.5,,0,100,,,,,,,,,,,,,270,,,
Gran Turismo GT,,Right Door Number Plate,*,,ASN TA Letter,0.75,0.5,,0,100,,,,,,,,,,,,,270,,,
Sports Car,,Left Door Number Plate,*,,ASN AS Number,0.62,0.5,,0,100,,,,,,,,,,,,,340,,,
Sports Car,,Left Door Number Plate,*,,ASN AS Letter,0.35,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Right Door Number Plate,*,,ASN AS Number,0.38,0.5,,0,100,,,,,,,,,,,,,340,,,
Sports Car,,Right Door Number Plate,*,,ASN AS Letter,0.65,0.5,,0,110,,,,,,,,,,,,,125,,,
Standard Road Car,,Left Door Number Plate,*,,ASN AS Number,0.62,0.5,,0,100,,,,,,,,,,,,,380,,,
Standard Road Car,,Left Door Number Plate,*,,ASN AS Letter,0.35,0.5,,0,100,,,,,,,,,,,,,270,,,
Standard Road Car,,Right Door Number Plate,*,,ASN AS Number,0.38,0.5,,0,100,,,,,,,,,,,,,380,,,
Standard Road Car,,Right Door Number Plate,*,,ASN AS Letter,0.65,0.5,,0,110,,,,,,,,,,,,,270,,,
Formula,,Left Side Panel,*,,ASN AS Number,0.5,0.5,,0,100,,,,,,,,,,,,,395,,,
Formula,,Left Side Panel,*,,ASN AS Letter,0.885,0.5,,0,100,,,,,,,,,,,,,125,,,
Formula,,Right Side Panel,*,,ASN AS Number,0.5,0.5,,0,100,,,,,,,,,,,,,395,,,
Formula,,Right Side Panel,*,,ASN AS Letter,0.885,0.5,,0,110,,,,,,,,,,,,,125,,,
Rally,,Windscreen,*,,CARS Number,0.2,0.5,,0,100,,,,,,,,,,,,,187,,,
Rally,,Front Left Wheel Arch,*,,CARS Flag,0.4,0.12,1,0,100,,,,,,,,,,,,,,,,
Rally,,Front Left Wheel Arch,*,,CARS Flag2,0.4,0.25,1,0,110,,,,,,,,,,,,,,,,
Rally,,Front Left Wheel Arch,*,,CARS Name,0.5,0.12,,0,120,,,,,,,,,,,,,60,,,
Rally,,Front Left Wheel Arch,*,,CARS Name2,0.5,0.25,,0,130,,,,,,,,,,,,,60,,,
Rally,,Front Right Wheel Arch,*,,CARS Flag,0.6,0.12,1,0,100,,,,,,,,,,,,,,,,
Rally,,Front Right Wheel Arch,*,,CARS Flag2,0.6,0.25,1,0,110,,,,,,,,,,,,,,,,
Rally,,Front Right Wheel Arch,*,,CARS Name,0.5,0.12,,0,120,,,,,,,,,,,,,60,,,
Rally,,Front Right Wheel Arch,*,,CARS Name2,0.5,0.25,,0,130,,,,,,,,,,,,,60,,,
Standard Road Car,,Windscreen,*,,CARS Number,0.2,0.5,,0,100,,,,,,,,,,,,,187,,,
Standard Road Car,,Front Left Wheel Arch,*,,CARS Flag,0.4,0.12,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Left Wheel Arch,*,,CARS Flag2,0.4,0.25,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Front Left Wheel Arch,*,,CARS Name,0.5,0.12,,0,120,,,,,,,,,,,,,75,,,
Standard Road Car,,Front Left Wheel Arch,*,,CARS Name2,0.5,0.25,,0,130,,,,,,,,,,,,,75,,,
Standard Road Car,,Front Right Wheel Arch,*,,CARS Flag,0.6,0.12,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Right Wheel Arch,*,,CARS Flag2,0.6,0.25,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Front Right Wheel Arch,*,,CARS Name,0.5,0.12,,0,120,,,,,,,,,,,,,75,,,
Standard Road Car,,Front Right Wheel Arch,*,,CARS Name2,0.5,0.25,,0,130,,,,,,,,,,,,,75,,,
Sports Car,,Left Door Number Plate,*,,IMSA CTSC Number,0.5,0.5,,0,100,,,,,,,,,,,,,380,,,
Sports Car,,Left Door Number Plate,*,,IMSA CTSC Gov,0.5,0.8,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,IMSA CTSC Sponsor,0.5,0.2,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,IMSA CTSC Number,0.5,0.5,,0,100,,,,,,,,,,,,,380,,,
Sports Car,,Right Door Number Plate,*,,IMSA CTSC Gov,0.5,0.8,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,IMSA CTSC Sponsor,0.5,0.2,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,IMSA CTSC Sponsor2,0.5,0.15,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,IMSA CTSC Class,0.75,0.75,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,IMSA CTSC Sponsor2,0.5,0.15,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,IMSA CTSC Class,0.25,0.75,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Windscreen,*,,IMSA CTSC Text,0.5,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Front Bumper,*,,IMSA CTSC Gov,0.4,0.125,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,IMSA CTSC Sponsor,0.6,0.125,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,IMSA CTSC Number,0.5,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Left Door Number Plate,*,,IMSA CTSC Gov,0.5,0.8,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,IMSA CTSC Sponsor,0.5,0.2,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,IMSA CTSC Number,0.5,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Right Door Number Plate,*,,IMSA CTSC Gov,0.5,0.8,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,IMSA CTSC Sponsor,0.5,0.2,1,0,120,,,,,,,,,,,,,,,,
Standard Road Car,,Front Left Wheel Arch,*,,IMSA CTSC Sponsor2,0.5,0.15,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Left Wheel Arch,*,,IMSA CTSC Class,0.75,0.75,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Front Right Wheel Arch,*,,IMSA CTSC Sponsor2,0.5,0.15,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Right Wheel Arch,*,,IMSA CTSC Class,0.25,0.75,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Windscreen,*,,IMSA CTSC Text,0.5,0.5,,0,100,,,,,,,,,,,,,85,,,
Standard Road Car,,Front Bumper,*,,IMSA CTSC Gov,0.4,0.125,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,IMSA CTSC Sponsor,0.6,0.125,1,0,110,,,,,,,,,,,,,,,,
Formula,,Nose Cone,*,,IMSA LITES Number,0.5,0.4,,0,100,,,,,,,,,,,,,395,,,
Formula,,Nose Cone,*,,IMSA LITES Gov,0.5,0.65,1,0,110,,,,,,,,,,,,,,,,
Formula,,Nose Cone,*,,IMSA LITES Sponsor,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Formula,,Left Side Panel,*,,IMSA LITES Number,0.7,0.4,,0,100,,,,,,,,,,,,,395,,,
Formula,,Left Side Panel,*,,IMSA LITES Gov,0.7,0.8,1,0,110,,,,,,,,,,,,,,,,
Formula,,Left Side Panel,*,,IMSA LITES Sponsor,0.25,0.5,1,0,120,,,,,,,,,,,,,,,,
Formula,,Left Side Panel,*,,IMSA LITES Class,0.5,0.7,1,0,130,,,,,,,,,,,,,,,,
Formula,,Right Side Panel,*,,IMSA LITES Number,0.3,0.4,,0,100,,,,,,,,,,,,,395,,,
Formula,,Right Side Panel,*,,IMSA LITES Gov,0.3,0.8,1,0,110,,,,,,,,,,,,,,,,
Formula,,Right Side Panel,*,,IMSA LITES Sponsor,0.75,0.5,1,0,120,,,,,,,,,,,,,,,,
Formula,,Right Side Panel,*,,IMSA LITES Class,0.5,0.7,1,0,130,,,,,,,,,,,,,,,,
Formula,,Left Engine Cover,*,,IMSA LITES Sponsor2,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Formula,,Right Engine Cover,*,,IMSA LITES Sponsor2,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Formula,,Left Steering Housing,*,,IMSA LITES Name,0.5,0.2,,0,100,,,,,,,,,,,,,125,,,
Formula,,Right Steering Housing,*,,IMSA LITES Name,0.5,0.2,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Bonnet,*,,IMSA Tudor GT Number,0.5,0.6,,0,100,,,,,,,,,,,,,370,,,
Sports Car,,Bonnet,*,,IMSA Tudor GT Sponsor,0.25,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Bonnet,*,,IMSA Tudor GT Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,IMSA Tudor GT Number,0.5,0.6,,0,100,,,,,,,,,,,,,370,,,
Sports Car,,Left Door Number Plate,*,,IMSA Tudor GT Sponsor,0.25,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,IMSA Tudor GT Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,IMSA Tudor GT Number,0.5,0.6,,0,100,,,,,,,,,,,,,370,,,
Sports Car,,Right Door Number Plate,*,,IMSA Tudor GT Sponsor,0.75,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,IMSA Tudor GT Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Rear Left Wheel Arch,*,,IMSA Tudor GT Class,0.3,0.7,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Right Wheel Arch,*,,IMSA Tudor GT Class,0.7,0.7,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Bonnet,*,,IMSA Tudor GT Number,0.5,0.6,,0,100,,,,,,,,,,,,,570,,,
Gran Turismo GT,,Bonnet,*,,IMSA Tudor GT Sponsor,0.25,0.2,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Bonnet,*,,IMSA Tudor GT Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,IMSA Tudor GT Number,0.5,0.6,,0,100,,,,,,,,,,,,,270,,,
Gran Turismo GT,,Left Door Number Plate,*,,IMSA Tudor GT Sponsor,0.25,0.2,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,IMSA Tudor GT Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Right Door Number Plate,*,,IMSA Tudor GT Number,0.5,0.6,,0,100,,,,,,,,,,,,,270,,,
Gran Turismo GT,,Right Door Number Plate,*,,IMSA Tudor GT Sponsor,0.75,0.2,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Right Door Number Plate,*,,IMSA Tudor GT Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Rear Left Wheel Arch,*,,IMSA Tudor GT Class,0.3,0.7,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Rear Right Wheel Arch,*,,IMSA Tudor GT Class,0.7,0.7,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Bonnet,*,,IMSA Tudor P Number,0.5,0.5,,0,100,,,,,,,,,,,,,370,,,
Sports Car,,Bonnet,*,,IMSA Tudor P Sponsor,0.25,0.127,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Bonnet,*,,IMSA Tudor P Gov,0.5,0.77,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,IMSA Tudor P Number,0.5,0.5,,0,100,,,,,,,,,,,,,370,,,
Sports Car,,Left Door Number Plate,*,,IMSA Tudor P Sponsor,0.25,0.127,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,IMSA Tudor P Gov,0.5,0.77,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,IMSA Tudor P Number,0.5,0.5,,0,100,,,,,,,,,,,,,370,,,
Sports Car,,Right Door Number Plate,*,,IMSA Tudor P Sponsor,0.75,0.127,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,IMSA Tudor P Gov,0.5,0.77,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,IMSA Tudor P Sponsor2,0.3,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,IMSA Tudor P Sponsor3,0.7,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,IMSA Tudor P Sponsor2,0.5,0.125,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,IMSA Tudor P Sponsor2,0.5,0.125,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Left Wheel Arch,*,,IMSA Tudor P Sponsor2,0.5,0.125,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Right Wheel Arch,*,,IMSA Tudor P Sponsor2,0.5,0.125,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Windscreen,*,,IMSA U94 Sponsor3,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Windscreen,*,,IMSA U94 Sponsor3,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,IMSA U94 Sponsor2,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Bumper,*,,IMSA U94 Sponsor2,0.7,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Rear Bumper,*,,IMSA U94 Number,0.35,0.35,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Rear Bumper,*,,IMSA U94 Class,0.35,0.7,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Rear Number Plate,*,,IMSA U94 Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Left Wheel Arch,*,,IMSA U94 Reg,0.73,0.3,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Right Wheel Arch,*,,IMSA U94 Reg,0.27,0.3,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,IMSA U94 Number,0.5,0.5,,0,100,,,,,,,,,,,,,460,,,
Sports Car,,Left Door Number Plate,*,,IMSA U94 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,IMSA U94 Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,IMSA U94 Number,0.5,0.5,,0,100,,,,,,,,,,,,,460,,,
Sports Car,,Right Door Number Plate,*,,IMSA U94 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,IMSA U94 Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Sports Car,,Windscreen,*,,IMSA USA Gov,0.5,0.5,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Windscreen,*,,IMSA U94 Sponsor3,0.5,0.6,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Rear Windscreen,*,,IMSA U94 Sponsor3,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Bumper,*,,IMSA U94 Sponsor2,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Rear Bumper,*,,IMSA U94 Sponsor2,0.7,0.5,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Rear Bumper,*,,IMSA U94 Number,0.35,0.35,,0,110,,,,,,,,,,,,,125,,,
Gran Turismo GT,,Rear Bumper,*,,IMSA U94 Class,0.35,0.7,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Rear Number Plate,*,,IMSA U94 Sponsor,0.5,0.5,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Left Wheel Arch,*,,IMSA U94 Reg,0.73,0.3,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Front Right Wheel Arch,*,,IMSA U94 Reg,0.27,0.3,1,0,100,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,IMSA U94 Number,0.5,0.5,,0,100,,,,,,,,,,,,,460,,,
Gran Turismo GT,,Left Door Number Plate,*,,IMSA U94 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Left Door Number Plate,*,,IMSA U94 Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Right Door Number Plate,*,,IMSA U94 Number,0.5,0.5,,0,100,,,,,,,,,,,,,460,,,
Gran Turismo GT,,Right Door Number Plate,*,,IMSA U94 Sponsor,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Gran Turismo GT,,Right Door Number Plate,*,,IMSA U94 Gov,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
Gran Turismo GT,,Windscreen,*,,IMSA USA Gov,0.25,0.6,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Rear Window,*,,NHRDA Number,0.4,0.5,,0,100,,,,,,,,,,,,,85,,,
Standard Road Car,,Left Rear Window,*,,NHRDA Letter,0.7,0.5,,0,110,,,,,,,,,,,,,65,,,
Standard Road Car,,Right Rear Window,*,,NHRDA Number,0.6,0.5,,0,100,,,,,,,,,,,,,85,,,
Standard Road Car,,Right Rear Window,*,,NHRDA Letter,0.3,0.5,,0,110,,,,,,,,,,,,,65,,,
Standard Road Car,,Left Door Number Plate,*,,NHRDA Class,0.35,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,NHRDA Gov,0.65,0.5,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,NHRDA Class,0.65,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Right Door Number Plate,*,,NHRDA Gov,0.35,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Left Rear Window,*,,NHRDA Number,0.4,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Left Rear Window,*,,NHRDA Letter,0.7,0.5,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Right Rear Window,*,,NHRDA Number,0.6,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Right Rear Window,*,,NHRDA Letter,0.3,0.5,,0,110,,,,,,,,,,,,,125,,,
Sports Car,,Left Door Number Plate,*,,NHRDA Class,0.35,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Left Door Number Plate,*,,NHRDA Gov,0.65,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,NHRDA Class,0.65,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,NHRDA Gov,0.35,0.5,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,Formula D Logo,0.8,0.5,1,0,100,,,,,,,,,,,,,,,,
Standard Road Car,,Front Bumper,*,,Formula D Logo2,0.2,0.5,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Windscreen,*,,Formula D Text,0.5,0.5,,0,100,,,,,,,,,,,,,85,,,
Sports Car,,Front Bumper,*,,Formula D Logo,0.8,0.5,1,0,100,,,,,,,,,,,,,,,,
Sports Car,,Front Bumper,*,,Formula D Logo2,0.2,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Windscreen,*,,Formula D Text,0.5,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Left Door Number Plate,*,,ARCA Number,0.6,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Left Door Number Plate,*,,ARCA Gov,0.25,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Right Door Number Plate,*,,ARCA Number,0.4,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Right Door Number Plate,*,,ARCA Gov,0.75,0.5,1,0,110,,,,,,,,,,,,,,,,
Sports Car,,Roof,*,,ARCA Number,0.5,0.5,,-90,100,,,,,,,,,,,,,312.5,,,
Standard Road Car,,Bonnet,*,,NASA Number,0.4,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Bonnet,*,,NASA Letter,0.75,0.5,,0,110,,,,,,,,,,,,,125,,,
Standard Road Car,,Left Door Number Plate,*,,NASA Number,0.4,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Left Door Number Plate,*,,NASA Letter,0.75,0.5,,0,110,,,,,,,,,,,,,125,,,
Standard Road Car,,Right Door Number Plate,*,,NASA Number,0.4,0.5,,0,100,,,,,,,,,,,,,360,,,
Standard Road Car,,Right Door Number Plate,*,,NASA Letter,0.75,0.5,,0,110,,,,,,,,,,,,,125,,,
Standard Road Car,,Rear Number Plate,*,,NASA Number,0.4,0.5,,0,100,,,,,,,,,,,,,125,,,
Standard Road Car,,Rear Number Plate,*,,NASA Letter,0.75,0.5,,0,110,,,,,,,,,,,,,95,,,
Sports Car,,Bonnet,*,,NASA Number,0.4,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Bonnet,*,,NASA Letter,0.75,0.5,,0,110,,,,,,,,,,,,,250,,,
Sports Car,,Left Door Number Plate,*,,NASA Number,0.4,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Left Door Number Plate,*,,NASA Letter,0.75,0.5,,0,110,,,,,,,,,,,,,250,,,
Sports Car,,Right Door Number Plate,*,,NASA Number,0.4,0.5,,0,100,,,,,,,,,,,,,320,,,
Sports Car,,Right Door Number Plate,*,,NASA Letter,0.75,0.5,,0,110,,,,,,,,,,,,,250,,,
Sports Car,,Rear Number Plate,*,,NASA Number,0.4,0.5,,0,100,,,,,,,,,,,,,125,,,
Sports Car,,Rear Number Plate,*,,NASA Letter,0.75,0.5,,0,110,,,,,,,,,,,,,100,,,
Standard Road Car,,Left Door Number Plate,*,,NASA GTS Number,0.5,0.5,,0,100,,,,,,,,,,,,,370,,,
Standard Road Car,,Left Door Number Plate,*,,NASA GTS Gov,0.5,0.2,1,0,110,,,,,,,,,,,,,,,,
Standard Road Car,,Left Door Number Plate,*,,NASA GTS Class,0.5,0.8,1,0,120,,,,,,,,,,,,,,,,
